record	instance	pairs	proven_pairs	status
R161	sf_bq287	1	0	ELAB_FAIL
R161	sf_bq287	1	0	ELAB_FAIL
R161	sf_bq287	1	0	ELAB_FAIL
R162	sf_bq288	1	0	ELAB_FAIL
R162	sf_bq288	1	0	ELAB_FAIL
R162	sf_bq288	1	0	ELAB_FAIL
R163	sf_bq290	1	0	ELAB_FAIL
R163	sf_bq290	1	0	ELAB_FAIL
R163	sf_bq290	1	0	PROOF_FAIL
R164	sf_bq292	1	0	ELAB_FAIL
R164	sf_bq292	1	0	ELAB_FAIL
R164	sf_bq292	1	0	ELAB_FAIL
R164	sf_bq292	1	0	ELAB_FAIL
R164	sf_bq292	1	0	ELAB_FAIL
R164	sf_bq292	1	0	ELAB_FAIL
R165	sf_bq300	1	0	PROOF_FAIL
R165	sf_bq300	1	0	PROOF_FAIL
R165	sf_bq300	1	1	PROVEN
R166	sf_bq301	1	0	ELAB_FAIL
R166	sf_bq301	1	0	ELAB_FAIL
R166	sf_bq301	1	0	ELAB_FAIL
R166	sf_bq301	1	0	ELAB_FAIL
R166	sf_bq301	1	0	ELAB_FAIL
R166	sf_bq301	1	0	ELAB_FAIL
R167	sf_bq302	1	0	ELAB_FAIL
R167	sf_bq302	1	0	ELAB_FAIL
R167	sf_bq302	1	0	ELAB_FAIL
R167	sf_bq302	1	0	ELAB_FAIL
R167	sf_bq302	1	0	ELAB_FAIL
R167	sf_bq302	1	0	ELAB_FAIL
R168	sf_bq303	1	0	TIMEOUT
R168	sf_bq303	1	0	TIMEOUT
R168	sf_bq303	1	1	PROVEN
R172	sf_bq308	1	0	ELAB_FAIL
R172	sf_bq308	1	0	ELAB_FAIL
R172	sf_bq308	1	0	ELAB_FAIL
R173	sf_bq309	1	0	ELAB_FAIL
R173	sf_bq309	1	0	ELAB_FAIL
R173	sf_bq309	1	0	ELAB_FAIL
R173	sf_bq309	1	0	ELAB_FAIL
R173	sf_bq309	1	0	ELAB_FAIL
R173	sf_bq309	1	0	ELAB_FAIL
R174	sf_bq310	1	0	ELAB_FAIL
R174	sf_bq310	1	0	ELAB_FAIL
R174	sf_bq310	1	0	ELAB_FAIL
R174	sf_bq310	1	0	ELAB_FAIL
R174	sf_bq310	1	0	ELAB_FAIL
R174	sf_bq310	1	0	ELAB_FAIL
R175	sf_bq323	1	0	TIMEOUT
R175	sf_bq323	1	0	TIMEOUT
R175	sf_bq323	1	0	TIMEOUT
R175	sf_bq323	1	0	TIMEOUT
R175	sf_bq323	1	0	TIMEOUT
R175	sf_bq323	1	0	TIMEOUT
R176	sf_bq324	1	0	ELAB_FAIL
R176	sf_bq324	1	0	ELAB_FAIL
R176	sf_bq324	1	0	ELAB_FAIL
R176	sf_bq324	1	0	TIMEOUT
R176	sf_bq324	1	0	TIMEOUT
R176	sf_bq324	1	0	TIMEOUT
R178	sf_bq326	1	0	ELAB_FAIL
R178	sf_bq326	1	0	TIMEOUT
R178	sf_bq326	1	0	TIMEOUT
R179	sf_bq327	1	0	PROOF_FAIL
R180	sf_bq328	1	0	ELAB_FAIL
R180	sf_bq328	1	0	ELAB_FAIL
R180	sf_bq328	1	0	ELAB_FAIL
R181	sf_bq330	1	0	ELAB_FAIL
R181	sf_bq330	1	0	ELAB_FAIL
R181	sf_bq330	1	0	ELAB_FAIL
R181	sf_bq330	1	0	ELAB_FAIL
R181	sf_bq330	1	0	ELAB_FAIL
R181	sf_bq330	1	0	ELAB_FAIL
R182	sf_bq331	1	0	ELAB_FAIL
R182	sf_bq331	1	0	ELAB_FAIL
R182	sf_bq331	1	0	ELAB_FAIL
R182	sf_bq331	1	0	ELAB_FAIL
R182	sf_bq331	1	0	ELAB_FAIL
R182	sf_bq331	1	0	ELAB_FAIL
R183	sf_bq333	1	0	ELAB_FAIL
R183	sf_bq333	1	0	ELAB_FAIL
R183	sf_bq333	1	0	ELAB_FAIL
R183	sf_bq333	1	0	ELAB_FAIL
R183	sf_bq333	1	0	ELAB_FAIL
R183	sf_bq333	1	0	TIMEOUT
R184	sf_bq335	1	0	ELAB_FAIL
R184	sf_bq335	1	0	ELAB_FAIL
R184	sf_bq335	1	0	ELAB_FAIL
R184	sf_bq335	1	0	ELAB_FAIL
R184	sf_bq335	1	0	ELAB_FAIL
R184	sf_bq335	1	0	ELAB_FAIL
R185	sf_bq338	1	0	TIMEOUT
R185	sf_bq338	1	0	TIMEOUT
R185	sf_bq338	1	0	TIMEOUT
R185	sf_bq338	1	0	TIMEOUT
R185	sf_bq338	1	0	TIMEOUT
R185	sf_bq338	1	0	TIMEOUT
R190	sf_bq350	1	0	ELAB_FAIL
R190	sf_bq350	1	0	ELAB_FAIL
R190	sf_bq350	1	0	ELAB_FAIL
R190	sf_bq350	1	0	ELAB_FAIL
R190	sf_bq350	1	0	ELAB_FAIL
R190	sf_bq350	1	0	ELAB_FAIL
R191	sf_bq352	1	1	ELAB_FAIL
R191	sf_bq352	1	1	ELAB_FAIL
R191	sf_bq352	1	1	ELAB_FAIL
R191	sf_bq352	1	1	ELAB_FAIL
R191	sf_bq352	1	1	ELAB_FAIL
R191	sf_bq352	1	1	ELAB_FAIL
R192	sf_bq354	1	0	ELAB_FAIL
R193	sf_bq355	1	0	ELAB_FAIL
R193	sf_bq355	1	0	ELAB_FAIL
R193	sf_bq355	1	0	ELAB_FAIL
R193	sf_bq355	1	0	ELAB_FAIL
R193	sf_bq355	1	0	ELAB_FAIL
R193	sf_bq355	1	0	ELAB_FAIL
R194	sf_bq356	1	0	ELAB_FAIL
R194	sf_bq356	1	0	ELAB_FAIL
R194	sf_bq356	1	0	ELAB_FAIL
R194	sf_bq356	1	0	TIMEOUT
R194	sf_bq356	1	1	ELAB_FAIL
R194	sf_bq356	1	1	ELAB_FAIL
R195	sf_bq357	1	0	ELAB_FAIL
R195	sf_bq357	1	0	ELAB_FAIL
R195	sf_bq357	1	0	ELAB_FAIL
R197	sf_bq361	1	0	ELAB_FAIL
R197	sf_bq361	1	0	ELAB_FAIL
R197	sf_bq361	1	0	ELAB_FAIL
R197	sf_bq361	1	0	ELAB_FAIL
R197	sf_bq361	1	0	ELAB_FAIL
R197	sf_bq361	1	0	ELAB_FAIL
R198	sf_bq362	1	0	ELAB_FAIL
R198	sf_bq362	1	0	ELAB_FAIL
R198	sf_bq362	1	0	ELAB_FAIL
R198	sf_bq362	1	0	ELAB_FAIL
R198	sf_bq362	1	0	ELAB_FAIL
R198	sf_bq362	1	0	ELAB_FAIL
R200	sf_bq370	1	0	ELAB_FAIL
R200	sf_bq370	1	0	ELAB_FAIL
R200	sf_bq370	1	0	ELAB_FAIL
R201	sf_bq371	1	0	ELAB_FAIL
R201	sf_bq371	1	0	ELAB_FAIL
R201	sf_bq371	1	0	ELAB_FAIL
R203	sf_bq373	1	0	ELAB_FAIL
R203	sf_bq373	1	0	ELAB_FAIL
R203	sf_bq373	1	0	ELAB_FAIL
R203	sf_bq373	1	0	ELAB_FAIL
R203	sf_bq373	1	0	ELAB_FAIL
R203	sf_bq373	1	0	ELAB_FAIL
R204	sf_bq374	1	0	ELAB_FAIL
R205	sf_bq375	1	0	ELAB_FAIL
R205	sf_bq375	1	0	ELAB_FAIL
R205	sf_bq375	1	0	ELAB_FAIL
R206	sf_bq379	1	0	ELAB_FAIL
R206	sf_bq379	1	0	ELAB_FAIL
R206	sf_bq379	1	0	ELAB_FAIL
R206	sf_bq379	1	0	ELAB_FAIL
R206	sf_bq379	1	0	ELAB_FAIL
R206	sf_bq379	1	0	ELAB_FAIL
R207	sf_bq380	1	0	ELAB_FAIL
R207	sf_bq380	1	0	ELAB_FAIL
R207	sf_bq380	1	0	ELAB_FAIL
R207	sf_bq380	1	0	ELAB_FAIL
R207	sf_bq380	1	0	ELAB_FAIL
R207	sf_bq380	1	0	ELAB_FAIL
R208	sf_bq389	1	0	ELAB_FAIL
R208	sf_bq389	1	0	ELAB_FAIL
R208	sf_bq389	1	0	ELAB_FAIL
R209	sf_bq391	1	0	ELAB_FAIL
R209	sf_bq391	1	0	ELAB_FAIL
R209	sf_bq391	1	0	ELAB_FAIL
R209	sf_bq391	1	0	ELAB_FAIL
R209	sf_bq391	1	0	ELAB_FAIL
R209	sf_bq391	1	0	ELAB_FAIL
R210	sf_bq392	1	0	ELAB_FAIL
R210	sf_bq392	1	0	ELAB_FAIL
R210	sf_bq392	1	0	ELAB_FAIL
R210	sf_bq392	1	0	ELAB_FAIL
R210	sf_bq392	1	0	ELAB_FAIL
R210	sf_bq392	1	0	ELAB_FAIL
R211	sf_bq393	1	0	ELAB_FAIL
R211	sf_bq393	1	0	ELAB_FAIL
R211	sf_bq393	1	0	ELAB_FAIL
R211	sf_bq393	1	0	ELAB_FAIL
R211	sf_bq393	1	0	ELAB_FAIL
R211	sf_bq393	1	0	ELAB_FAIL
R212	sf_bq394	1	0	ELAB_FAIL
R212	sf_bq394	1	0	ELAB_FAIL
R212	sf_bq394	1	0	ELAB_FAIL
R212	sf_bq394	1	0	ELAB_FAIL
R212	sf_bq394	1	0	ELAB_FAIL
R212	sf_bq394	1	0	ELAB_FAIL
R213	sf_bq395	1	0	ELAB_FAIL
R213	sf_bq395	1	0	ELAB_FAIL
R213	sf_bq395	1	0	ELAB_FAIL
R213	sf_bq395	1	0	ELAB_FAIL
R213	sf_bq395	1	0	ELAB_FAIL
R213	sf_bq395	1	0	ELAB_FAIL
R214	sf_bq396	1	0	ELAB_FAIL
R214	sf_bq396	1	0	ELAB_FAIL
R214	sf_bq396	1	0	ELAB_FAIL
R214	sf_bq396	1	0	PROOF_FAIL
R214	sf_bq396	1	0	PROOF_FAIL
R214	sf_bq396	1	0	PROOF_FAIL
R216	sf_bq398	1	0	ELAB_FAIL
R216	sf_bq398	1	0	ELAB_FAIL
R216	sf_bq398	1	0	ELAB_FAIL
R218	sf_bq400	1	0	ELAB_FAIL
R218	sf_bq400	1	0	ELAB_FAIL
R218	sf_bq400	1	0	ELAB_FAIL
R218	sf_bq400	1	0	ELAB_FAIL
R218	sf_bq400	1	0	ELAB_FAIL
R218	sf_bq400	1	0	ELAB_FAIL
R219	sf_bq402	1	0	ELAB_FAIL
R219	sf_bq402	1	0	ELAB_FAIL
R219	sf_bq402	1	0	ELAB_FAIL
R219	sf_bq402	1	0	ELAB_FAIL
R219	sf_bq402	1	0	ELAB_FAIL
R219	sf_bq402	1	0	ELAB_FAIL
R220	sf_bq403	1	0	ELAB_FAIL
R220	sf_bq403	1	0	ELAB_FAIL
R220	sf_bq403	1	0	ELAB_FAIL
R220	sf_bq403	1	0	ELAB_FAIL
R220	sf_bq403	1	0	ELAB_FAIL
R220	sf_bq403	1	0	ELAB_FAIL
R221	sf_bq406	1	0	ELAB_FAIL
R222	sf_bq407	1	0	ELAB_FAIL
R222	sf_bq407	1	0	ELAB_FAIL
R222	sf_bq407	1	0	ELAB_FAIL
R222	sf_bq407	1	0	ELAB_FAIL
R222	sf_bq407	1	0	ELAB_FAIL
R222	sf_bq407	1	0	ELAB_FAIL
R223	sf_bq410	1	0	ELAB_FAIL
R223	sf_bq410	1	0	ELAB_FAIL
R223	sf_bq410	1	0	ELAB_FAIL
R223	sf_bq410	1	0	TIMEOUT
R223	sf_bq410	1	0	TIMEOUT
R223	sf_bq410	1	0	TIMEOUT
R224	sf_bq411	1	0	ELAB_FAIL
R224	sf_bq411	1	0	ELAB_FAIL
R224	sf_bq411	1	0	ELAB_FAIL
R224	sf_bq411	1	0	ELAB_FAIL
R224	sf_bq411	1	0	PROOF_FAIL
R224	sf_bq411	1	0	TIMEOUT
R225	sf_bq413	1	0	ELAB_FAIL
R225	sf_bq413	1	0	ELAB_FAIL
R225	sf_bq413	1	0	ELAB_FAIL
R225	sf_bq413	1	0	ELAB_FAIL
R225	sf_bq413	1	0	ELAB_FAIL
R225	sf_bq413	1	0	ELAB_FAIL
R226	sf_bq414	1	0	ELAB_FAIL
R226	sf_bq414	1	0	ELAB_FAIL
R226	sf_bq414	1	0	ELAB_FAIL
R226	sf_bq414	1	0	ELAB_FAIL
R226	sf_bq414	1	0	ELAB_FAIL
R226	sf_bq414	1	0	ELAB_FAIL
R227	sf_bq415	1	0	ELAB_FAIL
R227	sf_bq415	1	0	ELAB_FAIL
R227	sf_bq415	1	0	ELAB_FAIL
R227	sf_bq415	1	0	ELAB_FAIL
R227	sf_bq415	1	0	ELAB_FAIL
R227	sf_bq415	1	0	ELAB_FAIL
R228	sf_bq418	1	0	ELAB_FAIL
R228	sf_bq418	1	0	ELAB_FAIL
R228	sf_bq418	1	0	ELAB_FAIL
R230	sf_bq420	1	0	ELAB_FAIL
R231	sf_bq423	1	0	ELAB_FAIL
R231	sf_bq423	1	0	ELAB_FAIL
R231	sf_bq423	1	0	ELAB_FAIL
R231	sf_bq423	1	0	ELAB_FAIL
R231	sf_bq423	1	0	ELAB_FAIL
R231	sf_bq423	1	0	ELAB_FAIL
R233	sf_bq426	1	0	ELAB_FAIL
R233	sf_bq426	1	0	ELAB_FAIL
R233	sf_bq426	1	0	ELAB_FAIL
R233	sf_bq426	1	0	ELAB_FAIL
R233	sf_bq426	1	0	ELAB_FAIL
R233	sf_bq426	1	0	ELAB_FAIL
R234	sf_bq427	1	0	ELAB_FAIL
R234	sf_bq427	1	0	ELAB_FAIL
R234	sf_bq427	1	0	ELAB_FAIL
R234	sf_bq427	1	0	ELAB_FAIL
R234	sf_bq427	1	0	ELAB_FAIL
R234	sf_bq427	1	0	ELAB_FAIL
R235	sf_bq428	1	0	ELAB_FAIL
R235	sf_bq428	1	0	ELAB_FAIL
R235	sf_bq428	1	0	ELAB_FAIL
R235	sf_bq428	1	0	ELAB_FAIL
R235	sf_bq428	1	0	ELAB_FAIL
R235	sf_bq428	1	0	ELAB_FAIL
R236	sf_bq432	1	0	PROOF_FAIL
R236	sf_bq432	1	0	PROOF_FAIL
R236	sf_bq432	1	0	PROOF_FAIL
R236	sf_bq432	1	0	PROOF_FAIL
R236	sf_bq432	1	0	PROOF_FAIL
R236	sf_bq432	1	1	PROVEN
R237	sf_bq441	1	0	ELAB_FAIL
R238	sf_bq442	1	0	ELAB_FAIL
R238	sf_bq442	1	0	ELAB_FAIL
R238	sf_bq442	1	0	ELAB_FAIL
R238	sf_bq442	1	0	ELAB_FAIL
R238	sf_bq442	1	0	ELAB_FAIL
R238	sf_bq442	1	0	ELAB_FAIL
R239	sf_bq445	1	0	ELAB_FAIL
R239	sf_bq445	1	0	ELAB_FAIL
R239	sf_bq445	1	0	ELAB_FAIL
R239	sf_bq445	1	0	ELAB_FAIL
R239	sf_bq445	1	0	ELAB_FAIL
R239	sf_bq445	1	0	ELAB_FAIL
R240	sf_bq451	1	0	ELAB_FAIL
R240	sf_bq451	1	0	ELAB_FAIL
R240	sf_bq451	1	0	ELAB_FAIL
R240	sf_bq451	1	0	ELAB_FAIL
R240	sf_bq451	1	0	ELAB_FAIL
R240	sf_bq451	1	0	ELAB_FAIL
R241	sf_bq452	1	0	ELAB_FAIL
R241	sf_bq452	1	0	ELAB_FAIL
R241	sf_bq452	1	0	ELAB_FAIL
R241	sf_bq452	1	0	ELAB_FAIL
R241	sf_bq452	1	0	ELAB_FAIL
R241	sf_bq452	1	0	ELAB_FAIL
R242	sf_bq453	1	0	ELAB_FAIL
R242	sf_bq453	1	0	ELAB_FAIL
R242	sf_bq453	1	0	ELAB_FAIL
R242	sf_bq453	1	0	ELAB_FAIL
R242	sf_bq453	1	0	ELAB_FAIL
R242	sf_bq453	1	0	ELAB_FAIL
R243	sf_bq454	1	0	ELAB_FAIL
R243	sf_bq454	1	0	ELAB_FAIL
R243	sf_bq454	1	0	ELAB_FAIL
R244	sf_bq456	1	0	ELAB_FAIL
R244	sf_bq456	1	0	ELAB_FAIL
R244	sf_bq456	1	0	ELAB_FAIL
R244	sf_bq456	1	0	TIMEOUT
R244	sf_bq456	1	0	TIMEOUT
R244	sf_bq456	1	0	TIMEOUT
R245	sf_bq457	1	0	ELAB_FAIL
R245	sf_bq457	1	0	ELAB_FAIL
R245	sf_bq457	1	0	ELAB_FAIL
R245	sf_bq457	1	0	ELAB_FAIL
R245	sf_bq457	1	0	ELAB_FAIL
R245	sf_bq457	1	0	ELAB_FAIL
R246	sf_bq460	1	0	ELAB_FAIL
R246	sf_bq460	1	0	ELAB_FAIL
R246	sf_bq460	1	0	ELAB_FAIL
R248	sf_bq462	1	0	ELAB_FAIL
R248	sf_bq462	1	0	ELAB_FAIL
R248	sf_bq462	1	0	ELAB_FAIL
R249	sf_ga003	1	0	ELAB_FAIL
R249	sf_ga003	1	0	ELAB_FAIL
R249	sf_ga003	1	0	ELAB_FAIL
R249	sf_ga003	1	0	ELAB_FAIL
R249	sf_ga003	1	0	ELAB_FAIL
R249	sf_ga003	1	0	ELAB_FAIL
R250	sf_ga004	1	0	ELAB_FAIL
R250	sf_ga004	1	0	ELAB_FAIL
R250	sf_ga004	1	0	ELAB_FAIL
R250	sf_ga004	1	0	ELAB_FAIL
R250	sf_ga004	1	0	ELAB_FAIL
R250	sf_ga004	1	0	ELAB_FAIL
R251	sf_ga006	1	0	ELAB_FAIL
R251	sf_ga006	1	0	ELAB_FAIL
R251	sf_ga006	1	0	ELAB_FAIL
R251	sf_ga006	1	0	ELAB_FAIL
R251	sf_ga006	1	0	ELAB_FAIL
R251	sf_ga006	1	0	ELAB_FAIL
R252	sf_ga007	1	0	ELAB_FAIL
R252	sf_ga007	1	0	ELAB_FAIL
R252	sf_ga007	1	0	ELAB_FAIL
R252	sf_ga007	1	0	ELAB_FAIL
R252	sf_ga007	1	0	ELAB_FAIL
R252	sf_ga007	1	0	ELAB_FAIL
R253	sf_ga008	1	0	ELAB_FAIL
R253	sf_ga008	1	0	ELAB_FAIL
R253	sf_ga008	1	0	ELAB_FAIL
R253	sf_ga008	1	0	ELAB_FAIL
R253	sf_ga008	1	0	ELAB_FAIL
R253	sf_ga008	1	0	ELAB_FAIL
R254	sf_ga009	1	0	ELAB_FAIL
R254	sf_ga009	1	0	ELAB_FAIL
R254	sf_ga009	1	0	ELAB_FAIL
R256	sf_ga011	1	0	ELAB_FAIL
R256	sf_ga011	1	0	ELAB_FAIL
R256	sf_ga011	1	0	ELAB_FAIL
R256	sf_ga011	1	0	ELAB_FAIL
R256	sf_ga011	1	0	ELAB_FAIL
R256	sf_ga011	1	0	ELAB_FAIL
R257	sf_ga012	1	0	ELAB_FAIL
R257	sf_ga012	1	0	ELAB_FAIL
R257	sf_ga012	1	0	ELAB_FAIL
R257	sf_ga012	1	0	ELAB_FAIL
R257	sf_ga012	1	0	ELAB_FAIL
R257	sf_ga012	1	0	ELAB_FAIL
R258	sf_ga013	1	0	ELAB_FAIL
R258	sf_ga013	1	0	ELAB_FAIL
R258	sf_ga013	1	0	ELAB_FAIL
R258	sf_ga013	1	0	ELAB_FAIL
R258	sf_ga013	1	0	ELAB_FAIL
R258	sf_ga013	1	0	ELAB_FAIL
R259	sf_ga017	1	0	ELAB_FAIL
R259	sf_ga017	1	0	ELAB_FAIL
R259	sf_ga017	1	0	ELAB_FAIL
R259	sf_ga017	1	0	ELAB_FAIL
R259	sf_ga017	1	0	ELAB_FAIL
R259	sf_ga017	1	0	ELAB_FAIL
R260	sf_ga019	1	0	ELAB_FAIL
R260	sf_ga019	1	0	ELAB_FAIL
R260	sf_ga019	1	0	ELAB_FAIL
R261	sf_ga022	1	0	ELAB_FAIL
R262	sf_ga025	1	0	ELAB_FAIL
R262	sf_ga025	1	0	ELAB_FAIL
R262	sf_ga025	1	0	ELAB_FAIL
R263	sf_ga028	1	0	ELAB_FAIL
R263	sf_ga028	1	0	ELAB_FAIL
R263	sf_ga028	1	0	ELAB_FAIL
R264	sf_ga030	1	0	ELAB_FAIL
R264	sf_ga030	1	0	ELAB_FAIL
R264	sf_ga030	1	0	ELAB_FAIL
R264	sf_ga030	1	0	ELAB_FAIL
R264	sf_ga030	1	0	ELAB_FAIL
R264	sf_ga030	1	0	ELAB_FAIL
R265	sf_ga031	1	0	ELAB_FAIL
R265	sf_ga031	1	0	ELAB_FAIL
R265	sf_ga031	1	0	ELAB_FAIL
R267	sf_local002	1	0	ELAB_FAIL
R267	sf_local002	1	0	ELAB_FAIL
R267	sf_local002	1	0	ELAB_FAIL
R268	sf_local007	1	0	ELAB_FAIL
R268	sf_local007	1	0	ELAB_FAIL
R268	sf_local007	1	0	TIMEOUT
R269	sf_local008	1	0	ELAB_FAIL
R269	sf_local008	1	0	ELAB_FAIL
R269	sf_local008	1	0	ELAB_FAIL
R269	sf_local008	1	0	ELAB_FAIL
R269	sf_local008	1	0	ELAB_FAIL
R269	sf_local008	1	0	ELAB_FAIL
R271	sf_local018	1	0	ELAB_FAIL
R271	sf_local018	1	0	ELAB_FAIL
R271	sf_local018	1	0	ELAB_FAIL
R271	sf_local018	1	0	ELAB_FAIL
R271	sf_local018	1	0	ELAB_FAIL
R271	sf_local018	1	0	ELAB_FAIL
R272	sf_local020	1	0	ELAB_FAIL
R272	sf_local020	1	0	ELAB_FAIL
R272	sf_local020	1	0	ELAB_FAIL
R272	sf_local020	1	0	ELAB_FAIL
R272	sf_local020	1	0	ELAB_FAIL
R272	sf_local020	1	0	ELAB_FAIL
R273	sf_local021	1	0	ELAB_FAIL
R273	sf_local021	1	0	ELAB_FAIL
R273	sf_local021	1	0	ELAB_FAIL
R274	sf_local023	1	0	ELAB_FAIL
R274	sf_local023	1	0	ELAB_FAIL
R274	sf_local023	1	0	ELAB_FAIL
R274	sf_local023	1	0	ELAB_FAIL
R274	sf_local023	1	0	ELAB_FAIL
R274	sf_local023	1	0	ELAB_FAIL
R275	sf_local024	1	0	ELAB_FAIL
R275	sf_local024	1	0	ELAB_FAIL
R275	sf_local024	1	0	ELAB_FAIL
R277	sf_local029	1	0	ELAB_FAIL
R277	sf_local029	1	0	ELAB_FAIL
R277	sf_local029	1	0	ELAB_FAIL
R278	sf_local031	1	0	ELAB_FAIL
R278	sf_local031	1	0	ELAB_FAIL
R278	sf_local031	1	0	ELAB_FAIL
R278	sf_local031	1	0	ELAB_FAIL
R278	sf_local031	1	0	ELAB_FAIL
R278	sf_local031	1	0	ELAB_FAIL
R279	sf_local032	1	0	ELAB_FAIL
R279	sf_local032	1	0	ELAB_FAIL
R279	sf_local032	1	0	ELAB_FAIL
R280	sf_local034	1	0	ELAB_FAIL
R280	sf_local034	1	0	ELAB_FAIL
R280	sf_local034	1	0	ELAB_FAIL
R280	sf_local034	1	0	ELAB_FAIL
R280	sf_local034	1	0	ELAB_FAIL
R280	sf_local034	1	0	ELAB_FAIL
R282	sf_local040	1	0	ELAB_FAIL
R282	sf_local040	1	0	ELAB_FAIL
R282	sf_local040	1	0	ELAB_FAIL
R282	sf_local040	1	0	ELAB_FAIL
R282	sf_local040	1	0	ELAB_FAIL
R282	sf_local040	1	0	TIMEOUT
R283	sf_local041	1	0	ELAB_FAIL
R283	sf_local041	1	0	ELAB_FAIL
R283	sf_local041	1	0	ELAB_FAIL
R283	sf_local041	1	0	ELAB_FAIL
R283	sf_local041	1	1	ELAB_FAIL
R283	sf_local041	1	1	ELAB_FAIL
R284	sf_local049	1	0	ELAB_FAIL
R284	sf_local049	1	0	ELAB_FAIL
R284	sf_local049	1	0	ELAB_FAIL
R284	sf_local049	1	0	ELAB_FAIL
R284	sf_local049	1	0	ELAB_FAIL
R284	sf_local049	1	0	ELAB_FAIL
R285	sf_local050	1	0	ELAB_FAIL
R286	sf_local054	1	0	ELAB_FAIL
R286	sf_local054	1	0	ELAB_FAIL
R286	sf_local054	1	0	ELAB_FAIL
R286	sf_local054	1	0	TIMEOUT
R286	sf_local054	1	0	TIMEOUT
R286	sf_local054	1	0	TIMEOUT
R287	sf_local055	1	0	ELAB_FAIL
R287	sf_local055	1	0	ELAB_FAIL
R287	sf_local055	1	0	ELAB_FAIL
R287	sf_local055	1	0	ELAB_FAIL
R287	sf_local055	1	0	ELAB_FAIL
R287	sf_local055	1	0	ELAB_FAIL
R288	sf_local058	1	0	ELAB_FAIL
R288	sf_local058	1	0	ELAB_FAIL
R288	sf_local058	1	0	ELAB_FAIL
R288	sf_local058	1	0	ELAB_FAIL
R288	sf_local058	1	0	ELAB_FAIL
R288	sf_local058	1	0	ELAB_FAIL
R291	sf_local061	1	0	ELAB_FAIL
R291	sf_local061	1	0	ELAB_FAIL
R291	sf_local061	1	0	ELAB_FAIL
R291	sf_local061	1	0	ELAB_FAIL
R291	sf_local061	1	0	ELAB_FAIL
R291	sf_local061	1	0	ELAB_FAIL
R293	sf_local065	1	0	ELAB_FAIL
R293	sf_local065	1	0	ELAB_FAIL
R293	sf_local065	1	0	ELAB_FAIL
R293	sf_local065	1	0	TIMEOUT
R293	sf_local065	1	0	TIMEOUT
R293	sf_local065	1	0	TIMEOUT
R303	sf_local081	1	0	ELAB_FAIL
R303	sf_local081	1	0	ELAB_FAIL
R303	sf_local081	1	0	ELAB_FAIL
R303	sf_local081	1	0	ELAB_FAIL
R303	sf_local081	1	0	ELAB_FAIL
R303	sf_local081	1	0	ELAB_FAIL
R304	sf_local085	1	0	ELAB_FAIL
R304	sf_local085	1	0	ELAB_FAIL
R304	sf_local085	1	0	ELAB_FAIL
R304	sf_local085	1	0	ELAB_FAIL
R304	sf_local085	1	0	ELAB_FAIL
R304	sf_local085	1	0	ELAB_FAIL
R305	sf_local096	1	0	ELAB_FAIL
R305	sf_local096	1	0	ELAB_FAIL
R305	sf_local096	1	0	ELAB_FAIL
R305	sf_local096	1	0	ELAB_FAIL
R305	sf_local096	1	0	ELAB_FAIL
R305	sf_local096	1	0	ELAB_FAIL
R307	sf_local099	1	0	ELAB_FAIL
R307	sf_local099	1	0	ELAB_FAIL
R307	sf_local099	1	0	ELAB_FAIL
R307	sf_local099	1	0	ELAB_FAIL
R307	sf_local099	1	0	ELAB_FAIL
R307	sf_local099	1	1	PROOF_FAIL
R308	sf_local100	1	0	ELAB_FAIL
R308	sf_local100	1	0	ELAB_FAIL
R308	sf_local100	1	0	ELAB_FAIL
R308	sf_local100	1	0	ELAB_FAIL
R308	sf_local100	1	0	ELAB_FAIL
R308	sf_local100	1	0	ELAB_FAIL
R309	sf_local114	1	0	ELAB_FAIL
R309	sf_local114	1	0	ELAB_FAIL
R309	sf_local114	1	0	ELAB_FAIL
R309	sf_local114	1	0	ELAB_FAIL
R309	sf_local114	1	0	ELAB_FAIL
R309	sf_local114	1	0	ELAB_FAIL
R310	sf_local131	1	1	ELAB_FAIL
R311	sf_local132	1	0	ELAB_FAIL
R311	sf_local132	1	0	ELAB_FAIL
R311	sf_local132	1	0	ELAB_FAIL
R311	sf_local132	1	0	ELAB_FAIL
R311	sf_local132	1	0	ELAB_FAIL
R311	sf_local132	1	0	ELAB_FAIL
R312	sf_local133	1	0	ELAB_FAIL
R312	sf_local133	1	0	ELAB_FAIL
R312	sf_local133	1	0	ELAB_FAIL
R312	sf_local133	1	0	ELAB_FAIL
R312	sf_local133	1	0	ELAB_FAIL
R312	sf_local133	1	0	ELAB_FAIL
R313	sf_local141	1	0	ELAB_FAIL
R317	sf_local168	1	0	ELAB_FAIL
R317	sf_local168	1	0	ELAB_FAIL
R317	sf_local168	1	0	ELAB_FAIL
R317	sf_local168	1	0	ELAB_FAIL
R317	sf_local168	1	0	ELAB_FAIL
R317	sf_local168	1	0	ELAB_FAIL
R319	sf_local170	1	0	ELAB_FAIL
R319	sf_local170	1	0	ELAB_FAIL
R319	sf_local170	1	0	ELAB_FAIL
R319	sf_local170	1	0	ELAB_FAIL
R319	sf_local170	1	0	ELAB_FAIL
R319	sf_local170	1	0	ELAB_FAIL
R321	sf_local196	1	0	ELAB_FAIL
R321	sf_local196	1	0	ELAB_FAIL
R321	sf_local196	1	0	ELAB_FAIL
R323	sf_local198	1	0	ELAB_FAIL
